TICKER,COMPANY_NAME,SECTOR,SUB_SECTOR,LISTED_SHARES,FREE_FLOAT_PCT,IS_LQ45,IS_ACTIVE
KRYA,Bangun Karya Perkasa Jaya Tbk,Property,Construction,,,FALSE,TRUE
KUIN,Kustodian Sentral Efek Indonesia Tbk,Finance,Investment,,,FALSE,TRUE
LAND,Trimitra Propertindo Tbk,Property,Real Estate,,,FALSE,TRUE
LCKM,LCK Global Kedaton Tbk,Trade,Retail,,,FALSE,TRUE
LCPP,Lotte Chemical Titan Tbk,Basic Industry,Chemicals,,,FALSE,TRUE
LEAD,Logindo Samudramakmur Tbk,Infrastructure,Shipping,,,FALSE,TRUE
LION,Lion Metal Works Tbk,Basic Industry,Metal,,,FALSE,TRUE
LMPI,Langgeng Makmur Industri Tbk,Misc Industry,Household,,,FALSE,TRUE
LMSH,Lionmesh Prima Tbk,Basic Industry,Metal,,,FALSE,TRUE
LPCK,Lippo Cikarang Tbk,Property,Industrial Estate,,,FALSE,TRUE
LPIN,Multi Prima Sejahtera Tbk,Misc Industry,Automotive Parts,,,FALSE,TRUE
LUCK,Sentral Mitra Informatika Tbk,Technology,IT,,,FALSE,TRUE
MABA,Marga Abhinaya Abadi Tbk,Property,Real Estate,,,FALSE,TRUE
MAMI,Mas Murni Indonesia Tbk,Trade,Hotel,,,FALSE,TRUE
MANK,Mandiri Herindo Adiperkasa Tbk,Infrastructure,Logistics,,,FALSE,TRUE
MARE,Mahaka Radio Integra Tbk,Trade,Media,,,FALSE,TRUE
MARK,Mark Dynamics Indonesia Tbk,Basic Industry,Rubber,,,FALSE,TRUE
MASB,Maskapai Reasuransi Indonesia Tbk,Finance,Insurance,,,FALSE,TRUE
MDIA,Intermedia Capital Tbk,Trade,Media,,,FALSE,TRUE
MFMI,Multifiling Mitra Indonesia Tbk,Trade,Services,,,FALSE,TRUE
MGRO,Mahkota Group Tbk,Agriculture,Plantation,,,FALSE,TRUE
MICE,Multi Indocitra Tbk,Trade,Distribution,,,FALSE,TRUE
MITI,Mitra Investindo Tbk,Mining,Metal Mining,,,FALSE,TRUE
MKPI,Metropolitan Kentjana Tbk,Property,Real Estate,,,FALSE,TRUE
MLBI,Multi Bintang Indonesia Tbk,Consumer,Beverage,,,FALSE,TRUE
MLIA,Mulia Industrindo Tbk,Basic Industry,Glass,,,FALSE,TRUE
MSKY,MNC Sky Vision Tbk,Trade,Media,,,FALSE,TRUE
MTEL,Dayamitra Telekomunikasi Tbk,Infrastructure,Tower,,,TRUE,TRUE
MYOH,Samindo Resources Tbk,Mining,Coal,,,FALSE,TRUE
NIRO,Nirvana Development Tbk,Property,Real Estate,,,FALSE,TRUE
OCAP,Onix Capital Tbk,Finance,Investment,,,FALSE,TRUE
OILS,Indo Oil Perkasa Tbk,Mining,Oil Gas,,,FALSE,TRUE
OPMS,Optima Prima Metal Sinergi Tbk,Basic Industry,Metal,,,FALSE,TRUE
PADI,Minna Padi Investama Sekuritas Tbk,Finance,Securities,,,FALSE,TRUE
PANR,Panorama Sentrawisata Tbk,Trade,Tourism,,,FALSE,TRUE
PBSA,Paramita Bangun Sarana Tbk,Property,Construction,,,FALSE,TRUE
PDES,Destinasi Tirta Nusantara Tbk,Trade,Tourism,,,FALSE,TRUE
PEGE,Panca Global Securities Tbk,Finance,Securities,,,FALSE,TRUE
PGLI,Pembangunan Graha Lestari Indah Tbk,Property,Real Estate,,,FALSE,TRUE
PLAN,Planet Properti Tbk,Property,Real Estate,,,FALSE,TRUE
PNIN,Paninvest Tbk,Finance,Investment,,,FALSE,TRUE
PNLF,Panin Financial Tbk,Finance,Insurance,,,FALSE,TRUE
POLA,Pool Advista Finance Tbk,Finance,Multifinance,,,FALSE,TRUE
POLY,Asia Pacific Fibers Tbk,Basic Industry,Textile,,,FALSE,TRUE
POOL,Pool Advista Indonesia Tbk,Finance,Investment,,,FALSE,TRUE
PPGL,Pembangunan Perumahan Gelar Tbk,Property,Construction,,,FALSE,TRUE
PRAS,Prima Alloy Steel Universal Tbk,Basic Industry,Metal,,,FALSE,TRUE
PRIM,Royal Prima Tbk,Consumer,Hospital,,,FALSE,TRUE
PSAB,J Resources Asia Pasifik Tbk,Mining,Metal Mining,,,FALSE,TRUE
PSKT,Red Planet Hotels Tbk,Trade,Hotel,,,FALSE,TRUE
PTDU,Djasa Ubersakti Tbk,Property,Construction,,,FALSE,TRUE
PTRO,Petrosea Tbk,Mining,Mining Services,,,FALSE,TRUE
PTSP,Pioneerindo Gourmet International Tbk,Consumer,Food,,,FALSE,TRUE
PUDP,Pudjiadi Prestige Tbk,Property,Real Estate,,,FALSE,TRUE
PURE,Trinitan Metals and Minerals Tbk,Mining,Metal Mining,,,FALSE,TRUE
PZZA,Sarimelati Kencana Tbk,Consumer,Food,,,FALSE,TRUE
RALS,Ramayana Lestari Sentosa Tbk,Trade,Retail,,,FALSE,TRUE
RBMS,Ristia Bintang Mahkotasejati Tbk,Trade,Media,,,FALSE,TRUE
RCCC,Ratu Prabu Energi Tbk,Mining,Oil Gas,,,FALSE,TRUE
RDTX,Roda Vivatex Tbk,Basic Industry,Textile,,,FALSE,TRUE
RELI,Reliance Sekuritas Indonesia Tbk,Finance,Securities,,,FALSE,TRUE
RICY,Ricky Putra Globalindo Tbk,Basic Industry,Textile,,,FALSE,TRUE
RISE,Jaya Sukses Makmur Sentosa Tbk,Property,Real Estate,,,FALSE,TRUE
RMBA,Bentoel Internasional Investama Tbk,Consumer,Tobacco,,,FALSE,TRUE
RUIS,Radiant Utama Interinsco Tbk,Mining,Oil Services,,,FALSE,TRUE
SAGF,Sarana Agro Nusa Persada Tbk,Agriculture,Plantation,,,FALSE,TRUE
SCCO,Supreme Cable Manufacturing Tbk,Basic Industry,Cable,,,FALSE,TRUE
SDMU,Sidomulyo Selaras Tbk,Infrastructure,Logistics,,,FALSE,TRUE
SDPC,Millennium Pharmacon International Tbk,Trade,Distribution,,,FALSE,TRUE
SGRO,Sampoerna Agro Tbk,Agriculture,Plantation,,,FALSE,TRUE
SINI,Singaraja Putra Tbk,Trade,Distribution,,,FALSE,TRUE
SIRMA,Siwani Makmur Tbk,Basic Industry,Packaging,,,FALSE,TRUE
SKRN,Superkrane Mitra Utama Tbk,Infrastructure,Rental,,,FALSE,TRUE
SMBR,Semen Baturaja Tbk,Basic Industry,Cement,,,FALSE,TRUE
SMDM,Suryamas Dutamakmur Tbk,Property,Real Estate,,,FALSE,TRUE
SMMT,Golden Eagle Energy Tbk,Mining,Coal,,,FALSE,TRUE
SOCI,Soechi Lines Tbk,Infrastructure,Shipping,,,FALSE,TRUE
SOTS,Satria Mega Kencana Tbk,Property,Real Estate,,,FALSE,TRUE
STTP,Siantar Top Tbk,Consumer,Food,,,FALSE,TRUE
SUPR,Solusi Tunas Pratama Tbk,Infrastructure,Tower,,,FALSE,TRUE
TARA,Sitara Propertindo Tbk,Property,Real Estate,,,FALSE,TRUE
TAXI,Express Transindo Utama Tbk,Infrastructure,Transportation,,,FALSE,TRUE
TOTL,Total Bangun Persada Tbk,Property,Construction,,,FALSE,TRUE
TOTO,Surya Toto Indonesia Tbk,Basic Industry,Ceramics,,,FALSE,TRUE
TRIM,Trimegah Sekuritas Indonesia Tbk,Finance,Securities,,,FALSE,TRUE
TURI,Tunas Ridean Tbk,Trade,Automotive,,,FALSE,TRUE
UPCL,Unicomm Persada Corporation Tbk,Technology,IT,,,FALSE,TRUE
VICO,Victoria Investama Tbk,Finance,Investment,,,FALSE,TRUE
VINS,Visual Telindo Tbk,Technology,IT,,,FALSE,TRUE
VKTR,Volta Indonesia Semesta Tbk,Misc Industry,Electric Vehicle,,,FALSE,TRUE
WAPO,Wahana Pronatural Tbk,Consumer,Food,,,FALSE,TRUE
WEGE,Wijaya Karya Gedung Tbk,Property,Construction,,,FALSE,TRUE
WEHA,WEHA Transportasi Indonesia Tbk,Infrastructure,Transportation,,,FALSE,TRUE
WGSH,Wicaksana Overseas International Tbk,Trade,Distribution,,,FALSE,TRUE
WINS,Wintermar Offshore Marine Tbk,Infrastructure,Shipping,,,FALSE,TRUE
WMUU,Widodo Makmur Unggas Tbk,Agriculture,Poultry,,,FALSE,TRUE
YELO,Yelooo Integra Datanet Tbk,Technology,IT,,,FALSE,TRUE
ZBRA,Zebra Nusantara Tbk,Trade,Distribution,,,FALSE,TRUE
FPNI,PT Lotte Chemical Titan Tbk,Basic Industry,,,,FALSE,TRUE
ADMR,PT Alamtri Minerals Indonesia Tbk,Basic Industry,,,,FALSE,TRUE
BUMI,PT Bumi Resources Tbk,Basic Industry,,,,FALSE,TRUE
